movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
"Dude, Where's My Car?",,PG-13,"['Comedy', ' Mystery', ' Sci-Fi']",83,5.5,30,143630,55.0
How It Ends,,TV-MA,"['Action', ' Drama', ' Horror']",113,5.0,36,56261,50.0
The Manchurian Candidate,,R,"['Drama', ' Horror', ' Mystery']",129,6.6,76,114217,66.0
Superman II,,PG,"['Action', ' Adventure', ' Sci-Fi']",127,6.8,83,112156,68.0
Lola,,,"['Sci-Fi', ' War']",79,6.4,70,1202,64.0
Heavy Metal,,R,"['Animation', ' Adventure', ' Fantasy']",86,6.6,51,37072,66.0
Æon Flux,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",93,5.4,36,131310,54.0
Bloodshot,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",109,5.7,44,82257,57.0
The Signal,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,6.0,54,68034,60.0
Airplane II: The Sequel,,PG,"['Comedy', ' Sci-Fi']",85,6.1,48,55251,61.0
The Beast,,,"['Drama', ' Romance', ' Sci-Fi']",146,6.7,77,61,67.0
Twilight Zone: The Movie,,PG,"['Horror', ' Sci-Fi']",101,6.4,44,39984,64.0
Chicken Little,,G,"['Animation', ' Adventure', ' Comedy']",81,5.7,48,97781,57.0
Nausicaä of the Valley of the Wind,,PG,"['Animation', ' Adventure', ' Sci-Fi']",117,8.0,86,176405,80.0
Stowaway,,TV-MA,"['Adventure', ' Sci-Fi', ' Thriller']",116,5.6,63,49958,56.0
Solaris,,PG,"['Drama', ' Mystery', ' Sci-Fi']",167,8.0,93,95616,80.0
Star Trek VI: The Undiscovered Country,,PG,"['Action', ' Adventure', ' Sci-Fi']",110,7.2,65,79166,72.0
Barb Wire,,R,"['Action', ' Sci-Fi']",98,3.5,40,30577,35.0
Resident Evil: The Final Chapter,,R,"['Action', ' Horror', ' Sci-Fi']",107,5.5,49,98465,55.0
Pi,,R,"['Drama', ' Horror', ' Mystery']",84,7.3,72,183916,73.0
The Postman,,R,"['Action', ' Adventure', ' Drama']",177,6.1,29,76530,61.0
Daybreakers,,R,"['Action', ' Horror', ' Sci-Fi']",98,6.4,57,132742,64.0
Phantasm,,R,"['Horror', ' Sci-Fi']",89,6.6,72,39617,66.0
The Fourth Kind,,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",98,5.9,34,80237,59.0
Push,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",111,6.1,36,114265,61.0
Explorers,,PG,"['Adventure', ' Comedy', ' Family']",109,6.4,58,23139,64.0
From Beyond,,R,"['Horror', ' Sci-Fi']",85,6.6,60,28797,66.0
Lost in Space,,PG-13,"['Action', ' Adventure', ' Family']",130,5.2,42,73980,52.0
The Endless,,Not Rated,"['Drama', ' Fantasy', ' Horror']",111,6.5,80,47046,65.0
The Day the Earth Stood Still,,G,"['Drama', ' Sci-Fi']",92,7.8,83,84384,78.0
Coneheads,,PG,"['Comedy', ' Sci-Fi']",88,5.4,49,56678,54.0
If I Stay,,PG-13,"['Drama', ' Fantasy', ' Music']",107,6.7,46,126727,67.0
Escape from L.A.,,R,"['Action', ' Adventure', ' Sci-Fi']",101,5.7,54,78374,57.0
Moonraker,,PG,"['Action', ' Adventure', ' Sci-Fi']",126,6.2,66,105883,62.0
Outlander,,R,"['Action', ' Adventure', ' Sci-Fi']",115,6.2,40,77528,62.0
Blast from the Past,,PG-13,"['Comedy', ' Drama', ' Romance']",112,6.7,48,69650,67.0
Gamer,,R,"['Action', ' Sci-Fi', ' Thriller']",95,5.7,27,138105,57.0
The Lego Ninjago Movie,,PG,"['Animation', ' Action', ' Adventure']",101,6.0,55,28731,60.0
Darkman,,R,"['Action', ' Sci-Fi', ' Thriller']",96,6.4,65,67957,64.0
The Purge: Anarchy,,R,"['Action', ' Horror', ' Sci-Fi']",103,6.4,50,158510,64.0
Star Trek IV: The Voyage Home,,PG,"['Action', ' Adventure', ' Comedy']",119,7.3,71,89447,73.0
Jexi,,R,"['Comedy', ' Romance', ' Sci-Fi']",84,6.0,39,30324,60.0
Spy Kids 2: Island of Lost Dreams,,PG,"['Action', ' Adventure', ' Comedy']",100,5.3,66,71341,53.0
Superman III,,PG,"['Action', ' Adventure', ' Comedy']",125,5.0,44,73221,50.0
I'm Your Man,,R,"['Comedy', ' Drama', ' Romance']",108,7.1,78,11382,71.0
The Fury,,R,"['Horror', ' Sci-Fi', ' Thriller']",118,6.3,64,16657,63.0
Extinction,,TV-MA,"['Action', ' Drama', ' Sci-Fi']",95,5.8,40,55791,58.0
Death Race 2000,,R,"['Action', ' Comedy', ' Sci-Fi']",80,6.2,58,29655,62.0
Dark Skies,,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",97,6.3,50,78284,63.0
Freaks,,R,"['Drama', ' Mystery', ' Sci-Fi']",105,6.7,63,38056,67.0
2010: The Year We Make Contact,,PG,"['Adventure', ' Mystery', ' Sci-Fi']",116,6.7,53,55583,67.0
Demonic,,R,"['Drama', ' Horror', ' Sci-Fi']",104,4.3,36,5722,43.0
The Time Machine,,G,"['Adventure', ' Romance', ' Sci-Fi']",103,7.5,67,43470,75.0
Project Wolf Hunting,,,"['Action', ' Crime', ' Horror']",122,6.1,53,5489,61.0
Splice,,R,"['Horror', ' Sci-Fi']",104,5.8,66,100406,58.0
Fantastic Four: Rise of the Silver Surfer,,PG,"['Action', ' Adventure', ' Fantasy']",92,5.6,45,273207,56.0
Wallace & Gromit: The Curse of the Were-Rabbit,,G,"['Animation', ' Adventure', ' Comedy']",85,7.5,87,142060,75.0
The Jacket,,R,"['Drama', ' Fantasy', ' Mystery']",103,7.1,44,117331,71.0
Cloudy with a Chance of Meatballs 2,,PG,"['Animation', ' Adventure', ' Comedy']",95,6.3,59,110731,63.0
Resident Evil: Retribution,,R,"['Action', ' Horror', ' Sci-Fi']",95,5.3,39,147260,53.0
Bubble Boy,,PG-13,"['Adventure', ' Comedy', ' Romance']",84,5.7,41,34601,57.0
Critters,,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,6.1,52,37814,61.0
The Host,,PG-13,"['Action', ' Adventure', ' Drama']",125,5.8,35,117307,58.0
Attack the Block,,R,"['Action', ' Adventure', ' Comedy']",88,6.7,75,109956,67.0
The Dead Zone,,R,"['Drama', ' Horror', ' Sci-Fi']",103,7.2,69,74570,72.0
Captive State,,PG-13,"['Action', ' Horror', ' Sci-Fi']",109,6.0,54,56309,60.0
Starman,,PG,"['Romance', ' Sci-Fi']",115,7.0,70,50131,70.0
Re-Animator,,Unrated,"['Comedy', ' Horror', ' Sci-Fi']",84,7.2,73,68911,72.0
Aliens vs. Predator: Requiem,,R,"['Action', ' Adventure', ' Horror']",94,4.6,29,130359,46.0
Scanners,,R,"['Horror', ' Sci-Fi', ' Thriller']",103,6.7,60,59521,67.0
Project Power,,R,"['Action', ' Crime', ' Sci-Fi']",113,6.0,51,94722,60.0
The Purge: Election Year,,R,"['Action', ' Horror', ' Sci-Fi']",108,6.0,55,106717,60.0
Hardware,,R,"['Sci-Fi', ' Thriller']",94,5.9,41,16065,59.0
The Arrival,,PG-13,"['Mystery', ' Sci-Fi', ' Thriller']",115,6.2,56,37072,62.0
Journey 2: The Mysterious Island,,PG,"['Action', ' Adventure', ' Comedy']",94,5.7,41,109184,57.0
Womb,,Not Rated,"['Drama', ' Romance', ' Sci-Fi']",111,6.3,48,14874,63.0
Ice Age: Collision Course,,PG,"['Animation', ' Adventure', ' Comedy']",94,5.6,34,71768,56.0
Troll Hunter,,PG-13,"['Drama', ' Fantasy', ' Horror']",103,6.9,61,77904,69.0
Congo,,PG-13,"['Action', ' Adventure', ' Mystery']",109,5.3,22,47682,53.0
The Secret of NIMH,,G,"['Animation', ' Adventure', ' Drama']",82,7.5,76,43541,75.0
Swamp Thing,,PG,"['Horror', ' Sci-Fi']",91,5.3,50,15483,53.0
Battle Los Angeles,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.7,37,183374,57.0
The Lawnmower Man,,R,"['Horror', ' Sci-Fi']",108,5.4,42,37915,54.0
Left Behind,,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",110,3.1,12,41574,31.0
Child's Play,,R,"['Drama', ' Horror', ' Sci-Fi']",90,5.7,48,54673,57.0
Biosphere,,,"['Comedy', ' Drama', ' Mystery']",106,5.5,59,1251,55.0
The Colony,,Not Rated,"['Action', ' Horror', ' Sci-Fi']",95,5.3,28,46494,53.0
Perfect Sense,,R,"['Drama', ' Romance', ' Sci-Fi']",92,7.0,55,62448,70.0
Mac and Me,,PG,"['Adventure', ' Comedy', ' Family']",99,3.4,26,14112,34.0
Flatliners,,R,"['Drama', ' Horror', ' Sci-Fi']",115,6.5,55,90867,65.0
King Kong,,Passed,"['Adventure', ' Horror', ' Sci-Fi']",100,7.9,92,88756,79.0
Bicentennial Man,,PG,"['Drama', ' Romance', ' Sci-Fi']",132,6.9,42,122019,69.0
The Outwaters,,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",110,4.1,72,3340,41.0
Flatliners,,PG-13,"['Drama', ' Horror', ' Mystery']",109,5.2,27,49624,52.0
Thelma,,Not Rated,"['Drama', ' Fantasy', ' Horror']",116,7.0,74,35244,70.0
The X Files,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",121,7.0,60,108426,70.0
Eight Legged Freaks,,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,53,59234,55.0
Westworld,,PG,"['Action', ' Drama', ' Sci-Fi']",88,6.9,77,61487,69.0
Zombie Strippers!,,R,"['Comedy', ' Horror', ' Sci-Fi']",94,4.1,45,18755,41.0
Volcano,,PG-13,"['Action', ' Drama', ' Sci-Fi']",104,5.5,55,79862,55.0
The Wandering Earth,,TV-MA,"['Action', ' Adventure', ' Sci-Fi']",125,5.9,57,34638,59.0
R.I.P.D.,,PG-13,"['Action', ' Adventure', ' Comedy']",96,5.6,25,140800,56.0
Timecop,,R,"['Action', ' Crime', ' Sci-Fi']",99,5.9,48,62268,59.0
Humanoids from the Deep,,R,"['Horror', ' Sci-Fi']",80,5.7,49,10033,57.0
The Stepford Wives,,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",93,5.3,42,68494,53.0
Penguins of Madagascar,,PG,"['Animation', ' Action', ' Adventure']",92,6.6,53,97994,66.0
K-PAX,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",120,7.4,49,189830,74.0
Highlander II: The Quickening,,R,"['Action', ' Adventure', ' Fantasy']",91,4.2,31,47289,42.0
The Time Traveler's Wife,,PG-13,"['Comedy', ' Drama', ' Fantasy']",107,7.1,47,155245,71.0
After Earth,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,4.8,33,206200,48.0
THX 1138,,R,"['Drama', ' Sci-Fi', ' Thriller']",86,6.7,75,53457,67.0
Next,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",96,6.2,42,163455,62.0
Surrogates,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",89,6.3,45,178478,63.0
I Am Mother,,TV-14,"['Drama', ' Mystery', ' Sci-Fi']",113,6.7,64,96358,67.0
A Scanner Darkly,,R,"['Animation', ' Comedy', ' Crime']",100,7.0,73,115354,70.0
Johnny Mnemonic,,R,"['Action', ' Drama', ' Sci-Fi']",96,5.6,36,74732,56.0
Spies in Disguise,,PG,"['Animation', ' Action', ' Adventure']",102,6.8,54,54072,68.0
Star Trek: Generations,,PG,"['Action', ' Adventure', ' Mystery']",118,6.6,55,85363,66.0
The Watch,,R,"['Comedy', ' Sci-Fi']",102,5.7,36,131216,57.0
Hotel Artemis,,R,"['Action', ' Crime', ' Drama']",94,6.1,58,56685,61.0
The Omega Man,,PG,"['Action', ' Drama', ' Sci-Fi']",98,6.4,56,33193,64.0
Morgan,,R,"['Action', ' Horror', ' Sci-Fi']",92,5.8,48,45321,58.0
Rollerball,,Approved,"['Action', ' Sci-Fi', ' Sport']",125,6.6,56,27571,66.0
The Darkest Minds,,PG-13,"['Action', ' Adventure', ' Drama']",104,5.7,39,34615,57.0
Dreamcatcher,,R,"['Drama', ' Horror', ' Sci-Fi']",134,5.5,35,94973,55.0
Pulse,,R,"['Horror', ' Mystery', ' Sci-Fi']",119,6.5,70,23741,65.0
Star Trek III: The Search for Spock,,PG,"['Action', ' Adventure', ' Sci-Fi']",105,6.6,56,84267,66.0
Zapped!,,R,"['Comedy', ' Fantasy', ' Sci-Fi']",98,4.9,10,7352,49.0
A Wrinkle in Time,,PG,"['Adventure', ' Drama', ' Family']",109,4.3,53,46834,43.0
Bill & Ted's Bogus Journey,,PG,"['Adventure', ' Comedy', ' Fantasy']",93,6.3,60,79393,63.0
The One,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",87,5.9,25,94570,59.0
Priest,,PG-13,"['Action', ' Fantasy', ' Horror']",87,5.7,41,122564,57.0
Anon,,TV-MA,"['Crime', ' Mystery', ' Sci-Fi']",100,6.1,54,47196,61.0
The Nutty Professor,,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",95,5.7,62,121285,57.0
Timeline,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,5.6,29,64883,56.0
Buck Rogers in the 25th Century,,TV-14,"['Action', ' Adventure', ' Sci-Fi']",60,6.9,45,9990,69.0
Linoleum,,TV-PG,"['Comedy', ' Drama', ' Sci-Fi']",101,6.5,80,2388,65.0
Mortal Kombat: Annihilation,,PG-13,"['Action', ' Adventure', ' Fantasy']",95,3.6,11,56982,36.0
City of Ember,,PG,"['Adventure', ' Drama', ' Family']",90,6.4,58,68505,64.0
Code 8,,Not Rated,"['Action', ' Crime', ' Drama']",98,6.1,48,42814,61.0
Altered States,,R,"['Horror', ' Sci-Fi', ' Thriller']",102,6.9,58,37243,69.0
Cargo,,TV-MA,"['Drama', ' Horror', ' Sci-Fi']",105,6.3,65,46533,63.0
"20,000 Leagues Under the Sea",,G,"['Adventure', ' Drama', ' Family']",127,7.2,83,35995,72.0
Project Almanac,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106,6.3,47,82807,63.0
The Space Between Us,,PG-13,"['Drama', ' Romance', ' Sci-Fi']",120,6.4,33,55154,64.0
Firestarter,,R,"['Drama', ' Horror', ' Sci-Fi']",94,4.6,32,19923,46.0
Battle Beyond the Stars,,PG,"['Action', ' Adventure', ' Sci-Fi']",104,5.5,59,9781,55.0
Mimic,,R,"['Horror', ' Sci-Fi']",105,6.0,55,54108,60.0
Spy Kids 4: All the Time in the World,,PG,"['Action', ' Adventure', ' Comedy']",89,3.5,37,27412,35.0
Zone 414,,R,"['Sci-Fi', ' Thriller']",98,5.0,36,5198,50.0
Next Exit,,,"['Comedy', ' Mystery', ' Romance']",106,5.6,59,1445,56.0
Star Trek: Insurrection,,PG,"['Action', ' Adventure', ' Sci-Fi']",103,6.4,64,78035,64.0
Dual,,R,"['Comedy', ' Drama', ' Sci-Fi']",94,5.8,62,11124,58.0
Resident Evil: Afterlife,,R,"['Action', ' Horror', ' Sci-Fi']",96,5.8,37,176340,58.0
Zoom,,PG,"['Action', ' Adventure', ' Comedy']",83,4.4,26,22206,44.0
Cyborg,,R,"['Action', ' Sci-Fi', ' Thriller']",86,5.0,24,32981,50.0
The Handmaid's Tale,,R,"['Drama', ' Romance', ' Sci-Fi']",108,6.0,53,10303,60.0
UHF,,PG-13,"['Comedy', ' Sci-Fi']",97,6.9,32,30423,69.0
The Black Hole,,PG,"['Action', ' Sci-Fi']",98,5.9,52,27119,59.0
Underworld: Awakening,,R,"['Action', ' Fantasy', ' Horror']",88,6.3,39,158808,63.0
Belle,,PG,"['Animation', ' Adventure', ' Drama']",121,7.1,83,15448,71.0
Repo! The Genetic Opera,,R,"['Horror', ' Musical', ' Sci-Fi']",98,6.4,32,25974,64.0
Frankenweenie,,PG,"['Animation', ' Comedy', ' Drama']",87,6.9,74,113270,69.0
Flubber,,PG,"['Comedy', ' Family', ' Sci-Fi']",93,5.3,37,92836,53.0
Another Earth,,PG-13,"['Drama', ' Romance', ' Sci-Fi']",92,6.9,66,98305,69.0
Fantastic Planet,,PG,"['Animation', ' Sci-Fi']",72,7.7,73,35011,77.0
Monster Trucks,,PG,"['Action', ' Adventure', ' Comedy']",104,5.7,41,18291,57.0
Moonshot,,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",104,5.6,58,5994,56.0
Cooties,,R,"['Action', ' Comedy', ' Horror']",88,5.7,49,27667,57.0
Titan A.E.,,PG,"['Animation', ' Action', ' Adventure']",94,6.6,48,62964,66.0
Crater,,PG,"['Adventure', ' Drama', ' Sci-Fi']",105,5.3,65,3631,53.0
Mighty Morphin Power Rangers: Once & Always,,TV-Y7-FV,"['Action', ' Adventure', ' Family']",55,5.7,62,6000,57.0
Star Trek: Nemesis,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,6.4,51,82405,64.0
"I, Frankenstein",,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",92,5.1,30,82927,51.0
Looker,,PG,"['Drama', ' Sci-Fi', ' Thriller']",93,6.1,20,5938,61.0
Alligator,,R,"['Horror', ' Sci-Fi', ' Thriller']",91,6.1,62,14998,61.0
The Saint,,PG-13,"['Action', ' Adventure', ' Romance']",116,6.2,50,71043,62.0
Scoob!,,PG,"['Animation', ' Adventure', ' Comedy']",93,5.6,43,28928,56.0
Inspector Gadget,,PG,"['Action', ' Adventure', ' Comedy']",78,4.2,36,49984,42.0
Piranha,,R,"['Comedy', ' Horror', ' Sci-Fi']",94,5.9,71,23601,59.0
The Girl with All the Gifts,,R,"['Action', ' Adventure', ' Drama']",111,6.6,67,62837,66.0
Halloween III: Season of the Witch,,R,"['Horror', ' Mystery', ' Sci-Fi']",98,5.1,50,57932,51.0
The Boys from Brazil,,R,"['Drama', ' Mystery', ' Sci-Fi']",125,7.0,40,29652,70.0
Dragon Ball Super: Broly,,PG,"['Animation', ' Action', ' Adventure']",100,7.7,59,30249,77.0
Thunder Force,,PG-13,"['Action', ' Adventure', ' Comedy']",106,4.5,34,44323,45.0
Hot Tub Time Machine 2,,R,"['Comedy', ' Mystery', ' Sci-Fi']",93,5.0,29,40655,50.0
Star Trek V: The Final Frontier,,PG,"['Action', ' Adventure', ' Fantasy']",107,5.5,43,62794,55.0
Skyline,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",92,4.5,26,91377,45.0
Meet Cute,,TV-MA,"['Comedy', ' Drama', ' Fantasy']",89,5.7,50,10235,57.0
The Final Countdown,,PG,"['Action', ' Adventure', ' Sci-Fi']",103,6.6,51,25971,66.0
The Thirteenth Floor,,R,"['Mystery', ' Sci-Fi', ' Thriller']",100,7.0,36,75348,70.0
Repo Man,,R,"['Action', ' Comedy', ' Crime']",92,6.9,82,39583,69.0
Solaris,,PG-13,"['Drama', ' Mystery', ' Romance']",99,6.2,65,85002,62.0
Replicas,,PG-13,"['Action', ' Drama', ' Sci-Fi']",107,5.4,19,40815,54.0
The 6th Day,,PG-13,"['Action', ' Mystery', ' Sci-Fi']",123,5.9,49,126027,59.0
Stealth,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,5.1,35,55492,51.0
Oxygen,,TV-14,"['Drama', ' Fantasy', ' Sci-Fi']",100,6.5,67,42362,65.0
Osmosis Jones,,PG,"['Animation', ' Action', ' Adventure']",95,6.3,57,37787,63.0
2046,,R,"['Drama', ' Romance', ' Sci-Fi']",129,7.4,78,60193,74.0
Superman IV: The Quest for Peace,,PG,"['Action', ' Adventure', ' Sci-Fi']",90,3.7,24,51404,37.0
The One I Love,,R,"['Comedy', ' Drama', ' Fantasy']",91,7.0,66,42056,70.0
Timecrimes,,R,"['Horror', ' Mystery', ' Sci-Fi']",92,7.1,68,66897,71.0
Resident Evil: Extinction,,R,"['Action', ' Horror', ' Sci-Fi']",94,6.2,41,201780,62.0
Mr. Peabody & Sherman,,PG,"['Animation', ' Adventure', ' Comedy']",92,6.8,59,75380,68.0
Cell,,R,"['Action', ' Adventure', ' Horror']",98,4.4,38,29531,44.0
Ghosts of Mars,,R,"['Action', ' Horror', ' Sci-Fi']",98,4.9,35,56565,49.0
Forbidden World,,R,"['Horror', ' Sci-Fi']",77,5.1,41,5859,51.0
Race to Witch Mountain,,PG,"['Action', ' Adventure', ' Family']",98,5.7,52,61895,57.0
Land of the Lost,,PG-13,"['Action', ' Adventure', ' Comedy']",102,5.3,32,73806,53.0
Paycheck,,PG-13,"['Action', ' Mystery', ' Sci-Fi']",119,6.3,43,111564,63.0
Shivers,,R,"['Horror', ' Sci-Fi']",87,6.4,58,22651,64.0
After Midnight,,TV-MA,"['Drama', ' Horror', ' Romance']",83,5.3,55,4493,53.0
Night of the Creeps,,R,"['Comedy', ' Horror', ' Sci-Fi']",88,6.7,62,25140,67.0
After Yang,,PG,"['Drama', ' Sci-Fi']",96,6.7,78,20374,67.0
Godzilla,,Not Rated,"['Horror', ' Sci-Fi']",96,7.5,78,36292,75.0
Lucy in the Sky,,R,"['Drama', ' Romance', ' Sci-Fi']",124,4.9,36,8414,49.0
Midnight Special,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",112,6.6,76,82889,66.0
Vampire Hunter D: Bloodlust,,R,"['Animation', ' Action', ' Drama']",103,7.6,62,34169,76.0
Virtuosity,,R,"['Action', ' Crime', ' Sci-Fi']",106,5.5,39,31602,55.0
Cherry 2000,,PG-13,"['Action', ' Adventure', ' Comedy']",99,5.5,59,10317,55.0
Bad Taste,,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",91,6.5,52,48358,65.0
Sky Captain and the World of Tomorrow,,PG,"['Action', ' Adventure', ' Mystery']",106,6.1,64,86542,61.0
*batteries not included,,PG,"['Comedy', ' Family', ' Fantasy']",106,6.6,54,36941,66.0
The Divide,,R,"['Drama', ' Horror', ' Sci-Fi']",112,5.8,28,37939,58.0
Alienoid,,Not Rated,"['Action', ' Adventure', ' Fantasy']",142,6.2,54,4175,62.0
"Honey, I Blew Up the Kid",,PG,"['Adventure', ' Comedy', ' Family']",89,4.9,50,45925,49.0
Rise of the Teenage Mutant Ninja Turtles: The Movie,,TV-PG,"['Animation', ' Action', ' Adventure']",82,6.1,61,6343,61.0
The Darkest Hour,,PG-13,"['Action', ' Adventure', ' Horror']",89,4.9,18,62877,49.0
The War of the Worlds,,G,"['Action', ' Sci-Fi', ' Thriller']",85,7.0,78,37548,70.0
The Rover,,R,"['Action', ' Crime', ' Drama']",103,6.4,64,50199,64.0
Batman: Mask of the Phantasm,,PG,"['Animation', ' Action', ' Adventure']",76,7.8,65,54588,78.0
The Vast of Night,,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,6.7,84,42748,67.0
The Invasion,,PG-13,"['Sci-Fi', ' Thriller']",99,5.9,45,81155,59.0
C.H.U.D.,,R,"['Horror', ' Sci-Fi']",88,5.6,57,13484,56.0
The Blob,,Approved,"['Horror', ' Sci-Fi']",86,6.3,58,28257,63.0
Sea Fever,,TV-14,"['Drama', ' Horror', ' Mystery']",95,5.8,60,13110,58.0
Ron's Gone Wrong,,PG,"['Animation', ' Adventure', ' Comedy']",107,7.0,65,38268,70.0
Smoking Causes Coughing,,Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",77,6.5,74,3473,65.0
Self/less,,PG-13,"['Action', ' Mystery', ' Sci-Fi']",117,6.5,34,102515,65.0
Land of the Dead,,R,"['Horror', ' Sci-Fi', ' Thriller']",93,6.2,71,99191,62.0
The Brood,,R,"['Horror', ' Sci-Fi']",92,6.8,63,32871,68.0
Europa Report,,PG-13,"['Adventure', ' Drama', ' Mystery']",90,6.4,68,73726,64.0
The Relic,,R,"['Horror', ' Mystery', ' Sci-Fi']",110,5.8,55,29370,58.0
Happy Death Day 2U,,PG-13,"['Comedy', ' Horror', ' Mystery']",100,6.2,57,81230,62.0
Enemy Mine,,PG-13,"['Action', ' Adventure', ' Drama']",108,6.8,59,50201,68.0
Babylon A.D.,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,5.5,26,97579,55.0
Strange Brew,,PG,"['Comedy', ' Crime', ' Sci-Fi']",90,6.6,50,18224,66.0
High-Rise,,R,"['Drama', ' Sci-Fi']",119,5.5,65,44297,55.0
Bliss,,R,"['Drama', ' Romance', ' Sci-Fi']",103,5.4,40,19301,54.0
Happily,,R,"['Comedy', ' Crime', ' Romance']",96,5.3,58,4220,53.0
Spring,,Not Rated,"['Horror', ' Romance', ' Sci-Fi']",109,6.7,70,30319,67.0
Jimmy Neutron: Boy Genius,,G,"['Animation', ' Action', ' Adventure']",82,6.1,65,36939,61.0
Village of the Damned,,R,"['Horror', ' Sci-Fi', ' Thriller']",98,5.6,41,33410,56.0
The Fly II,,R,"['Drama', ' Horror', ' Sci-Fi']",105,5.1,36,24087,51.0
Invasion of the Body Snatchers,,Approved,"['Drama', ' Horror', ' Sci-Fi']",80,7.7,92,52879,77.0
The X Files: I Want to Believe,,PG-13,"['Crime', ' Drama', ' Horror']",104,5.9,47,93064,59.0
The Avengers,,PG-13,"['Action', ' Adventure', ' Sci-Fi']",89,3.8,12,44828,38.0
The Animal,,PG-13,"['Comedy', ' Sci-Fi']",84,4.8,43,62291,48.0
Dark Star,,G,"['Comedy', ' Sci-Fi']",83,6.2,66,26218,62.0
Red Planet,,PG-13,"['Action', ' Sci-Fi', ' Thriller']",106,5.7,34,59309,57.0
Them!,,Not Rated,"['Horror', ' Sci-Fi']",94,7.2,74,23347,72.0
The Last Days on Mars,,R,"['Adventure', ' Horror', ' Sci-Fi']",98,5.5,46,38310,55.0
Mission to Mars,,PG,"['Adventure', ' Sci-Fi', ' Thriller']",114,5.7,34,75417,57.0
The Hidden,,R,"['Horror', ' Sci-Fi', ' Thriller']",97,7.0,69,21683,70.0
Creature from the Black Lagoon,,G,"['Horror', ' Sci-Fi']",79,6.9,68,32731,69.0
How I Live Now,,R,"['Action', ' Adventure', ' Drama']",101,6.4,57,31526,64.0
The Andromeda Strain,,G,"['Mystery', ' Sci-Fi', ' Thriller']",131,7.2,60,39253,72.0
Sputnik,,Not Rated,"['Drama', ' Horror', ' Mystery']",113,6.4,61,26092,64.0
Pulse,,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,4.7,27,30268,47.0
The Stepford Wives,,PG,"['Horror', ' Mystery', ' Sci-Fi']",115,6.9,54,18940,69.0
SpaceCamp,,PG,"['Adventure', ' Family', ' Sci-Fi']",107,5.7,40,15585,57.0
Hellraiser: Bloodline,,R,"['Horror', ' Sci-Fi']",85,5.0,21,23672,50.0
The Transformers: The Movie,,PG,"['Animation', ' Action', ' Adventure']",84,7.2,43,41233,72.0
Phenomenon,,PG,"['Drama', ' Fantasy', ' Romance']",123,6.4,41,82102,64.0
The Zero Theorem,,R,"['Comedy', ' Drama', ' Fantasy']",107,6.0,50,48899,60.0
Tau,,R,"['Horror', ' Sci-Fi', ' Thriller']",97,5.8,43,33512,58.0
Apollo 18,,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",86,5.2,24,57059,52.0
Stay Alive,,PG-13,"['Fantasy', ' Horror', ' Mystery']",85,5.0,24,33420,50.0
Time After Time,,PG,"['Adventure', ' Drama', ' Sci-Fi']",112,7.1,69,19997,71.0
Galaxy of Terror,,R,"['Action', ' Adventure', ' Horror']",81,5.0,38,8432,50.0
The Manhattan Project,,PG-13,"['Sci-Fi', ' Thriller']",117,6.1,61,6649,61.0
Beyond the Black Rainbow,,R,"['Horror', ' Mystery', ' Sci-Fi']",110,5.9,49,16335,59.0
Automata,,R,"['Action', ' Drama', ' Sci-Fi']",109,6.0,37,58465,60.0
The Fly,,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",94,7.1,62,24768,71.0
The Flintstones in Viva Rock Vegas,,PG,"['Comedy', ' Family', ' Romance']",90,3.7,27,24825,37.0
